"mOTU"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"mOTU_full"
"meta_mOTU_v25_13651"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13651"
"meta_mOTU_v25_13652"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales fam. incertae sedis"	"Bacteroidales gen. incertae sedis"	"Bacteroidales species incertae sedis"	"meta_mOTU_v25_13652"
"meta_mOTU_v25_13653"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria order incertae sedis"	"Actinobacteria fam. incertae sedis"	"Actinobacteria gen. incertae sedis"	"marine actinobacterium MedAcidi-G1"	"meta_mOTU_v25_13653"
"meta_mOTU_v25_13654"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13654"
"meta_mOTU_v25_13655"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales fam. incertae sedis"	"Bacteroidales gen. incertae sedis"	"Bacteroidales species incertae sedis"	"meta_mOTU_v25_13655"
"meta_mOTU_v25_13656"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13656"
"meta_mOTU_v25_13657"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13657"
"meta_mOTU_v25_13658"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidia order incertae sedis"	"Bacteroidia fam. incertae sedis"	"Bacteroidia gen. incertae sedis"	"Bacteroidia species incertae sedis"	"meta_mOTU_v25_13658"
"meta_mOTU_v25_13659"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13659"
"meta_mOTU_v25_13660"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13660"
"meta_mOTU_v25_13661"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13661"
"meta_mOTU_v25_13662"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13662"
"meta_mOTU_v25_13663"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13663"
"meta_mOTU_v25_13664"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13664"
"meta_mOTU_v25_13665"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae gen. incertae sedis"	"Flavobacteriaceae species incertae sedis"	"meta_mOTU_v25_13665"
"meta_mOTU_v25_13666"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacteraceae gen. incertae sedis"	"Pelagibacteraceae species incertae sedis"	"meta_mOTU_v25_13666"
"meta_mOTU_v25_13667"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella species incertae sedis"	"meta_mOTU_v25_13667"
"meta_mOTU_v25_13668"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13668"
"meta_mOTU_v25_13669"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13669"
"meta_mOTU_v25_13670"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13670"
"meta_mOTU_v25_13671"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13671"
"meta_mOTU_v25_13672"	"Archaea"	"Archaea phylum incertae sedis"	"Archaea class incertae sedis"	"Archaea order incertae sedis"	"Archaea fam. incertae sedis"	"Archaea gen. incertae sedis"	"Archaea species incertae sedis"	"meta_mOTU_v25_13672"
"meta_mOTU_v25_13673"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13673"
"meta_mOTU_v25_13674"	"Bacteria"	"Firmicutes"	"Firmicutes class incertae sedis"	"Firmicutes order incertae sedis"	"Firmicutes fam. incertae sedis"	"Firmicutes gen. incertae sedis"	"Firmicutes species incertae sedis"	"meta_mOTU_v25_13674"
"meta_mOTU_v25_13675"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacteraceae gen. incertae sedis"	"Pelagibacteraceae species incertae sedis"	"meta_mOTU_v25_13675"
"meta_mOTU_v25_13676"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13676"
"meta_mOTU_v25_13677"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13677"
"meta_mOTU_v25_13678"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidales fam. incertae sedis"	"Dehalococcoidales gen. incertae sedis"	"Dehalococcoidales species incertae sedis"	"meta_mOTU_v25_13678"
"meta_mOTU_v25_13679"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium species incertae sedis"	"meta_mOTU_v25_13679"
"meta_mOTU_v25_13680"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes class incertae sedis"	"Bacteroidetes order incertae sedis"	"Bacteroidetes fam. incertae sedis"	"Bacteroidetes gen. incertae sedis"	"Bacteroidetes species incertae sedis"	"meta_mOTU_v25_13680"
"meta_mOTU_v25_13681"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13681"
"meta_mOTU_v25_13682"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter species incertae sedis"	"meta_mOTU_v25_13682"
"meta_mOTU_v25_13683"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13683"
"meta_mOTU_v25_13684"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadales fam. incertae sedis"	"Alteromonadales gen. incertae sedis"	"Alteromonadales species incertae sedis"	"meta_mOTU_v25_13684"
"meta_mOTU_v25_13685"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13685"
"meta_mOTU_v25_13686"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13686"
"meta_mOTU_v25_13687"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13687"
"meta_mOTU_v25_13688"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales fam. incertae sedis"	"Bacteroidales gen. incertae sedis"	"Bacteroidales species incertae sedis"	"meta_mOTU_v25_13688"
"meta_mOTU_v25_13689"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13689"
"meta_mOTU_v25_13690"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13690"
"meta_mOTU_v25_13691"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13691"
"meta_mOTU_v25_13692"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella species incertae sedis"	"meta_mOTU_v25_13692"
"meta_mOTU_v25_13693"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacteraceae gen. incertae sedis"	"Pelagibacteraceae species incertae sedis"	"meta_mOTU_v25_13693"
"meta_mOTU_v25_13694"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacteraceae gen. incertae sedis"	"Pelagibacteraceae species incertae sedis"	"meta_mOTU_v25_13694"
"meta_mOTU_v25_13695"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas pusilla"	"meta_mOTU_v25_13695"
"meta_mOTU_v25_13696"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidales fam. incertae sedis"	"Dehalococcoidales gen. incertae sedis"	"Dehalococcoidales species incertae sedis"	"meta_mOTU_v25_13696"
"meta_mOTU_v25_13697"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriales fam. incertae sedis"	"Flavobacteriales gen. incertae sedis"	"Flavobacteriales species incertae sedis"	"meta_mOTU_v25_13697"
"meta_mOTU_v25_13698"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaeromassilibacillus"	"Anaeromassilibacillus sp. An172"	"meta_mOTU_v25_13698"
"meta_mOTU_v25_13699"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13699"
"meta_mOTU_v25_13700"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13700"
"meta_mOTU_v25_13701"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13701"
"meta_mOTU_v25_13702"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium species incertae sedis"	"meta_mOTU_v25_13702"
"meta_mOTU_v25_13703"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelotrichaceae gen. incertae sedis"	"Erysipelotrichaceae species incertae sedis"	"meta_mOTU_v25_13703"
"meta_mOTU_v25_13704"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"Gemmatimonas sp. SG8_23"	"meta_mOTU_v25_13704"
"meta_mOTU_v25_13705"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales fam. incertae sedis"	"Bacteroidales gen. incertae sedis"	"Bacteroidales species incertae sedis"	"meta_mOTU_v25_13705"
"meta_mOTU_v25_13706"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria class incertae sedis"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus species incertae sedis"	"meta_mOTU_v25_13706"
"meta_mOTU_v25_13707"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13707"
"meta_mOTU_v25_13708"	"Archaea"	"Euryarchaeota"	"Euryarchaeota class incertae sedis"	"Euryarchaeota order incertae sedis"	"Euryarchaeota fam. incertae sedis"	"Euryarchaeota gen. incertae sedis"	"Euryarchaeota species incertae sedis"	"meta_mOTU_v25_13708"
"meta_mOTU_v25_13709"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13709"
"meta_mOTU_v25_13710"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13710"
"meta_mOTU_v25_13711"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13711"
"meta_mOTU_v25_13712"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcus"	"Ruminococcus species incertae sedis"	"meta_mOTU_v25_13712"
"meta_mOTU_v25_13713"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae gen. incertae sedis"	"Rhodobacteraceae species incertae sedis"	"meta_mOTU_v25_13713"
"meta_mOTU_v25_13714"	"Bacteria"	"Firmicutes"	"Firmicutes class incertae sedis"	"Firmicutes order incertae sedis"	"Firmicutes fam. incertae sedis"	"Firmicutes gen. incertae sedis"	"Firmicutes species incertae sedis"	"meta_mOTU_v25_13714"
"meta_mOTU_v25_13715"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13715"
"meta_mOTU_v25_13716"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13716"
"meta_mOTU_v25_13717"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria class incertae sedis"	"Synechococcales"	"Synechococcales fam. incertae sedis"	"Synechococcales gen. incertae sedis"	"Synechococcales species incertae sedis"	"meta_mOTU_v25_13717"
"meta_mOTU_v25_13718"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13718"
"meta_mOTU_v25_13719"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13719"
"meta_mOTU_v25_13720"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacteraceae gen. incertae sedis"	"Pelagibacteraceae species incertae sedis"	"meta_mOTU_v25_13720"
"meta_mOTU_v25_13721"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13721"
"meta_mOTU_v25_13722"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13722"
"meta_mOTU_v25_13723"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Succinivibrionaceae"	"Succinatimonas"	"Succinatimonas species incertae sedis"	"meta_mOTU_v25_13723"
"meta_mOTU_v25_13724"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Croceicoccus"	"Croceicoccus marinus"	"meta_mOTU_v25_13724"
"meta_mOTU_v25_13725"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13725"
"meta_mOTU_v25_13726"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13726"
"meta_mOTU_v25_13727"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutae order incertae sedis"	"Opitutae fam. incertae sedis"	"Opitutae gen. incertae sedis"	"Opitutae species incertae sedis"	"meta_mOTU_v25_13727"
"meta_mOTU_v25_13728"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13728"
"meta_mOTU_v25_13729"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13729"
"meta_mOTU_v25_13730"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Woeseiaceae"	"Woeseia"	"Woeseia oceani"	"meta_mOTU_v25_13730"
"meta_mOTU_v25_13731"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13731"
"meta_mOTU_v25_13732"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria order incertae sedis"	"Alphaproteobacteria fam. incertae sedis"	"Alphaproteobacteria gen. incertae sedis"	"Alphaproteobacteria species incertae sedis"	"meta_mOTU_v25_13732"
"meta_mOTU_v25_13733"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Betaproteobacteria order incertae sedis"	"Betaproteobacteria fam. incertae sedis"	"Betaproteobacteria gen. incertae sedis"	"Betaproteobacteria species incertae sedis"	"meta_mOTU_v25_13733"
"meta_mOTU_v25_13734"	"Archaea"	"Archaea phylum incertae sedis"	"Archaea class incertae sedis"	"Archaea order incertae sedis"	"Archaea fam. incertae sedis"	"Archaea gen. incertae sedis"	"Archaea species incertae sedis"	"meta_mOTU_v25_13734"
"meta_mOTU_v25_13735"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13735"
"meta_mOTU_v25_13736"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales fam. incertae sedis"	"Clostridiales gen. incertae sedis"	"Clostridiales species incertae sedis"	"meta_mOTU_v25_13736"
"meta_mOTU_v25_13737"	"Bacteria"	"Firmicutes"	"Firmicutes class incertae sedis"	"Firmicutes order incertae sedis"	"Firmicutes fam. incertae sedis"	"Firmicutes gen. incertae sedis"	"Firmicutes species incertae sedis"	"meta_mOTU_v25_13737"
"meta_mOTU_v25_13738"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria order incertae sedis"	"Gammaproteobacteria fam. incertae sedis"	"Gammaproteobacteria gen. incertae sedis"	"Gammaproteobacteria species incertae sedis"	"meta_mOTU_v25_13738"
"meta_mOTU_v25_13739"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13739"
"meta_mOTU_v25_13740"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria species incertae sedis"	"meta_mOTU_v25_13740"
"meta_mOTU_v25_13741"	"Bacteria"	"Chloroflexi"	"Chloroflexi class incertae sedis"	"Chloroflexi order incertae sedis"	"Chloroflexi fam. incertae sedis"	"Chloroflexi gen. incertae sedis"	"Chloroflexi species incertae sedis"	"meta_mOTU_v25_13741"
